cloud_cover,humidity,wind_speed,weather_code,sun_alt,moon_alt,moon_illum,visibility
4.0,17.9,17.3,1,-36.7,-13.56,0.32,0.0
7.5,44.5,29.9,2,-54.48,57.41,0.999,97.07
85.8,82.9,34.3,1,-35.93,40.68,0.899,10.33
21.2,35.8,35.7,0,64.76,-31.79,0.605,0.0
56.8,59.7,13.1,1,74.64,-26.12,0.827,0.0
87.3,67.3,38.2,2,24.15,-32.5,0.993,0.0
45.8,95.0,11.7,0,70.77,15.75,0.304,0.63
79.4,70.1,1.7,3,-61.51,46.72,0.671,13.94
32.5,45.6,30.6,2,-22.2,82.19,0.735,56.77
2.8,30.4,20.4,2,-0.81,-2.89,0.997,0.0
11.3,32.6,29.0,80,77.52,-74.26,0.992,0.0
81.5,15.5,20.7,0,-65.31,-15.0,0.231,0.0
41.9,47.2,18.6,0,-22.56,38.43,0.553,38.66
38.9,79.7,13.8,71,-2.91,-50.65,0.223,0.0
58.5,62.6,21.9,65,-3.86,-74.31,0.367,0.0
17.8,77.2,22.7,2,-2.91,33.11,0.872,58.54
28.8,93.2,15.0,1,3.9,-52.54,0.74,0.0
41.3,21.4,21.0,2,-3.33,-47.11,0.137,0.0
28.1,60.3,34.1,2,-14.01,-33.7,0.028,0.0
38.4,46.0,8.5,3,5.25,11.7,0.004,5.49
23.7,76.6,0.3,0,41.18,27.17,0.291,1.34
95.4,10.8,30.4,0,-29.26,-13.7,0.035,0.0
51.0,67.5,28.8,1,-20.85,47.39,0.322,22.75
78.9,65.4,12.0,0,32.28,36.49,0.157,0.35
49.0,33.5,32.2,65,-61.75,-64.4,0.001,0.0
80.8,44.6,23.2,1,-59.08,-55.9,0.116,0.0
87.0,63.0,37.9,61,64.59,-15.26,0.82,0.0
22.5,31.5,7.9,51,-39.65,-51.86,0.139,0.0
26.3,26.2,24.8,0,-10.42,-18.42,0.012,0.0
94.8,20.4,3.7,65,-24.27,2.56,0.934,0.74
6.9,55.3,33.2,3,-53.36,-49.49,0.078,0.0
50.9,87.2,4.0,71,3.23,2.0,0.99,2.19
82.4,30.4,32.7,65,-71.36,27.31,0.607,3.91
37.6,32.2,10.0,71,32.76,35.79,0.079,0.29
19.0,12.1,40.0,3,-17.17,-4.7,0.967,0.0
88.9,31.8,10.8,1,62.97,29.52,0.089,0.18
89.8,87.2,37.5,51,32.39,48.42,0.316,0.06
37.5,75.1,17.9,0,-50.13,-33.27,0.36,0.0
43.2,42.7,2.4,80,72.77,14.54,0.231,0.21
53.9,45.5,37.9,2,38.65,63.87,0.05,0.7
36.7,72.3,15.1,0,36.4,38.42,0.027,0.77
6.1,31.1,2.9,0,3.17,68.93,0.65,27.7
64.4,83.3,17.1,2,-51.94,28.71,0.465,15.99
58.6,62.4,26.8,0,11.65,-71.0,0.74,0.0
79.7,77.0,13.2,0,-36.3,3.78,0.923,7.17
59.5,22.0,36.1,65,-51.78,37.39,0.887,11.69
65.5,93.7,17.2,63,-66.35,58.35,0.994,5.66
10.2,92.3,16.7,2,-71.47,-6.11,0.563,0.0
23.3,14.4,29.4,63,62.41,-63.0,0.986,0.0
67.1,31.7,22.5,0,-53.93,-3.92,0.617,0.0
32.7,64.4,19.9,1,-24.67,14.73,0.994,53.05
34.1,93.7,26.3,95,21.64,62.97,0.419,0.05
44.4,96.0,23.2,51,-16.2,29.6,0.979,9.48
25.3,63.2,7.8,51,-13.97,54.53,0.34,10.17
32.1,28.8,3.8,2,-31.34,44.72,0.447,39.75
66.8,82.4,38.0,51,-16.39,4.85,0.069,1.19
13.8,86.0,30.0,48,-23.08,21.32,0.998,6.78
73.6,19.7,7.0,3,-40.81,-74.82,0.104,0.0
13.4,98.0,9.4,2,-58.79,17.38,0.558,28.02
25.5,16.3,27.5,1,64.35,53.85,0.197,1.56
75.8,75.1,3.1,1,38.29,28.49,0.011,0.23
9.4,80.0,1.3,0,-11.05,-3.79,0.01,0.0
19.0,42.6,3.3,0,28.85,-73.53,0.681,0.0
68.0,45.7,3.9,61,-70.49,-76.18,0.005,0.0
25.8,26.7,37.1,1,-83.82,11.29,0.568,46.35
68.6,82.3,33.8,63,-73.47,-79.27,0.002,0.0
12.4,47.9,23.4,2,-9.13,26.54,0.639,67.11
91.1,49.4,27.0,2,-80.97,22.87,0.754,7.61
48.6,94.8,18.1,80,5.56,16.22,0.91,1.86
44.2,79.6,13.5,51,27.81,-9.77,0.133,0.0
54.1,11.6,5.6,0,49.57,-46.9,0.647,0.0
79.3,70.0,40.0,0,53.33,-53.22,0.993,0.0
37.4,23.7,36.3,2,77.37,4.44,0.518,1.05
37.4,36.5,7.6,0,76.98,-30.45,0.837,0.0
76.5,10.8,16.0,2,82.6,-4.93,0.473,0.0
25.7,99.6,4.7,63,-38.02,-28.53,0.509,0.0
10.0,96.9,9.3,1,36.86,-30.6,0.996,0.0
97.5,64.0,33.4,2,-3.65,2.66,0.997,1.18
59.0,10.8,15.5,1,-13.72,53.37,0.879,37.27
2.2,60.5,29.9,0,78.7,-76.94,0.964,0.0
98.6,17.0,15.1,0,-76.04,-47.55,0.088,0.0
73.4,42.8,9.3,0,-2.15,61.28,0.294,12.5
31.5,91.2,15.1,0,-44.76,28.75,0.813,32.41
53.8,78.1,29.3,0,-35.26,-41.08,0.57,0.0
96.0,91.1,23.1,0,-42.4,46.71,0.701,1.81
49.6,41.5,33.4,80,-3.01,5.65,0.019,1.96
89.5,42.2,26.8,48,27.81,-13.41,0.131,0.0
25.0,54.1,13.4,65,44.17,28.1,0.609,0.8
87.9,55.7,7.3,0,-8.97,21.56,0.974,11.82
82.0,78.3,26.6,2,-34.71,-50.51,0.027,0.0
8.0,13.1,36.2,3,17.71,-16.71,0.999,0.0
82.2,84.8,25.6,2,60.93,7.34,0.236,0.21
83.2,99.5,24.2,1,23.01,-29.32,0.953,0.0
20.7,67.1,38.5,2,-69.25,26.9,0.703,58.26
6.1,30.6,12.6,80,11.01,37.46,0.689,2.59
37.8,79.1,12.3,0,-21.8,33.96,0.986,46.21
4.1,86.8,15.6,3,27.66,10.7,0.851,2.81
65.8,84.5,39.2,3,-75.7,-78.99,0.034,0.0
4.3,68.2,36.6,0,-86.82,73.88,0.974,88.71
41.9,35.7,25.8,65,-7.43,-73.92,0.327,0.0
3.5,40.1,21.0,0,60.87,7.06,0.203,1.43
25.9,29.4,28.7,0,41.23,9.44,0.452,1.6
86.9,30.1,24.4,3,-56.56,-36.1,0.418,0.0
23.0,81.0,12.8,0,47.67,6.19,0.719,1.6
83.0,55.6,5.0,51,-8.64,2.14,0.011,0.66
19.7,42.9,6.9,63,-55.31,-36.73,0.076,0.0
23.7,27.5,28.7,0,39.46,37.91,0.006,1.02
72.1,53.0,32.2,0,54.73,41.65,0.012,0.38
92.0,65.8,14.8,0,56.13,-70.84,0.982,0.0
76.4,31.0,15.1,2,19.63,19.14,0.725,0.83
59.8,89.5,11.2,0,-45.96,-7.55,0.123,0.0
30.7,77.7,14.1,0,18.51,56.0,0.52,1.66
12.4,87.6,20.5,1,-70.66,-30.61,0.391,0.0
66.9,77.7,31.0,0,-51.43,46.8,0.997,26.04
46.3,87.4,20.6,61,-32.67,30.05,0.678,9.62
16.4,61.9,11.3,0,-26.3,31.01,0.966,73.35
47.5,94.9,38.0,1,-82.02,40.74,0.778,25.3
87.7,43.0,35.2,1,48.43,-16.15,0.528,0.0
78.9,96.1,17.7,3,-46.12,35.56,0.813,9.96
61.9,17.0,15.9,65,-39.35,40.4,1.0,11.43
74.0,79.7,28.8,2,-41.57,39.63,0.996,20.42
55.5,58.9,20.9,0,-79.03,54.58,0.93,44.3
98.2,26.2,20.8,0,27.82,-83.34,0.785,0.0
99.9,91.0,0.2,0,52.03,-48.5,0.816,0.0
99.9,14.9,30.7,2,71.66,-15.55,0.518,0.0
13.1,16.4,2.6,0,-78.93,-37.79,0.172,0.0
58.3,31.5,4.7,3,2.18,13.04,0.011,3.79
68.9,51.7,34.8,80,81.46,68.6,0.03,0.09
16.5,59.1,6.5,1,-33.76,15.99,0.978,72.3
99.4,44.3,36.3,45,-23.44,-71.64,0.386,0.0
52.2,91.7,17.9,0,19.2,48.42,0.363,0.69
88.1,37.7,6.6,61,-75.56,66.18,0.957,3.45
55.7,44.7,3.7,0,20.86,-43.19,0.734,0.0
52.8,81.6,22.6,3,21.85,46.18,0.367,0.98
17.2,64.1,27.2,0,-73.4,74.31,0.999,78.2
36.7,26.7,17.5,0,-66.53,-46.0,0.061,0.0
29.2,66.8,5.7,1,-46.02,31.12,0.871,57.53
51.4,43.6,12.8,51,73.84,-28.88,0.809,0.0
69.3,61.3,23.5,45,-5.42,-2.88,0.995,0.0
32.7,43.8,24.7,0,-44.53,53.89,0.882,64.43
81.4,12.2,26.7,95,-78.0,-11.85,0.464,0.0
79.6,84.2,33.5,2,-37.13,7.5,0.504,7.07
10.3,27.3,33.7,65,-24.42,-25.66,0.4,0.0
90.4,28.6,28.8,1,11.3,81.69,0.401,1.0
25.8,43.3,23.4,0,-67.43,-16.58,0.561,0.0
13.4,37.6,39.0,51,38.06,19.05,0.026,0.32
94.7,88.5,3.1,2,-31.34,-43.7,0.497,0.0
29.6,14.0,38.9,71,-55.49,-57.12,0.312,0.0
30.7,96.5,9.4,61,-24.71,-19.62,0.55,0.0
55.8,23.1,14.1,65,-60.2,-82.6,0.051,0.0
89.8,19.9,21.6,2,1.78,-44.49,0.817,0.0
44.9,26.5,19.4,1,25.28,36.28,0.036,0.76
9.7,60.1,19.6,3,6.58,-39.75,0.869,0.0
12.2,11.2,27.5,0,50.92,-8.88,0.849,0.0
49.4,95.8,38.6,61,-6.23,38.14,0.521,5.62
36.7,40.9,14.8,0,-45.41,32.56,0.404,35.02
4.1,20.7,34.4,3,-82.5,-60.05,0.079,0.0
0.1,85.7,27.1,2,81.45,-43.33,0.851,0.0
65.3,65.9,16.0,0,-66.15,45.87,0.862,28.03
93.2,44.3,26.4,1,52.22,-44.81,0.598,0.0
77.8,72.5,3.6,65,32.21,-0.89,0.923,0.0
23.6,71.2,15.6,3,-31.0,13.9,0.153,22.06
58.1,57.7,6.8,0,-47.21,45.41,0.935,39.85
62.2,91.9,8.2,65,-24.97,2.03,0.123,1.07
2.2,17.1,38.4,95,3.99,-46.38,0.208,0.0
16.6,98.2,15.9,0,-53.6,-30.99,0.093,0.0
8.5,18.2,28.1,1,-45.73,26.43,0.719,75.87
57.6,58.9,1.2,2,-37.07,10.38,0.198,14.87
22.9,59.3,11.0,2,-81.99,-32.86,0.183,0.0
20.3,43.1,5.1,2,59.89,-23.32,0.792,0.0
85.1,41.2,6.8,63,37.81,6.83,0.078,0.05
84.8,16.9,34.2,95,-0.31,55.29,0.223,0.33
56.1,43.6,32.1,1,49.28,-46.63,0.935,0.0
60.9,31.3,22.7,1,-11.42,64.12,0.529,26.55
54.2,39.3,13.7,0,0.58,-24.03,0.061,0.0
19.2,90.0,13.6,95,-13.51,-1.57,0.024,0.0
5.4,92.0,10.1,95,56.83,79.87,0.041,0.04
95.7,27.8,25.8,80,-34.37,17.86,0.897,0.73
36.4,96.5,26.0,0,28.36,-75.12,0.616,0.0
77.0,80.2,12.1,51,28.19,74.26,0.35,0.13
2.5,58.7,18.0,0,-38.82,2.4,0.615,34.66
11.5,53.6,3.6,0,-9.5,19.22,0.145,27.94
31.3,40.5,2.2,0,-24.91,-28.95,0.295,0.0
89.1,29.0,4.8,1,62.2,-58.39,0.986,0.0
76.9,24.3,16.9,0,46.25,54.8,0.007,0.29
52.5,44.0,35.6,2,73.02,39.34,0.081,0.77
78.3,44.1,16.4,3,-78.26,20.79,0.773,18.02
47.7,63.7,2.3,2,53.46,44.94,0.422,1.33
24.0,65.1,16.8,51,-38.53,23.9,0.536,13.37
96.0,57.0,24.0,63,-72.98,76.18,0.99,1.26
80.7,46.6,6.4,65,66.53,-40.87,0.785,0.0
59.0,19.3,18.7,3,4.77,-22.29,0.063,0.0
88.6,63.3,22.0,1,42.21,59.8,0.067,0.16
7.1,71.8,35.6,3,-67.99,-66.29,0.008,0.0
24.7,26.7,32.9,80,40.7,50.31,0.376,0.42
36.2,10.2,1.4,1,20.94,-81.27,0.725,0.0
23.4,60.8,5.2,65,50.32,-75.73,0.882,0.0
2.8,39.6,38.2,65,26.18,21.9,0.666,1.15
87.5,16.2,21.9,0,-33.88,31.63,0.964,12.79
9.0,75.7,16.3,1,40.65,-55.2,0.702,0.0
70.7,93.8,26.6,0,-82.37,-71.35,0.022,0.0
79.0,60.0,21.4,3,-53.09,-57.09,0.005,0.0
5.8,79.2,11.3,0,5.51,0.4,0.001,3.55
39.5,14.9,31.1,3,-37.87,-0.76,0.212,0.0
1.8,84.0,3.7,3,67.92,-73.3,0.986,0.0
38.5,63.0,5.7,95,-29.37,32.67,0.998,2.77
65.8,77.3,0.4,51,20.68,-12.11,0.988,0.0
22.0,59.2,14.2,65,-16.42,-58.82,0.425,0.0
20.3,74.4,9.5,0,14.24,36.29,0.228,5.44
68.3,19.5,4.0,0,-66.4,-74.5,0.006,0.0
98.9,32.5,6.3,63,63.15,-38.2,0.909,0.0
97.7,62.3,15.4,1,-78.68,-50.25,0.171,0.0
10.7,36.3,26.6,51,-5.73,41.78,0.521,18.02
98.2,61.8,32.8,1,-31.73,2.24,0.096,0.28
84.0,54.2,15.3,2,-61.14,7.22,0.677,8.48
2.6,56.3,23.7,0,47.74,-0.19,0.52,0.0
10.0,88.2,13.9,3,2.86,-55.33,0.799,0.0
39.3,98.3,23.0,0,-4.94,7.43,0.025,6.59
51.5,54.6,23.6,1,23.75,-73.17,0.64,0.0
79.9,31.6,34.9,2,-36.18,-55.71,0.482,0.0
96.3,75.5,32.2,1,18.41,-46.0,0.281,0.0
47.5,47.3,4.0,71,-11.27,41.59,0.708,12.31
71.3,39.5,9.6,3,-8.76,-44.78,0.801,0.0
59.3,44.7,16.2,3,-39.23,19.32,0.972,35.05
68.6,80.5,38.2,3,33.36,53.83,0.152,0.45
18.7,11.5,0.5,0,1.43,-21.63,0.968,0.0
26.3,41.4,30.0,3,17.63,65.62,0.526,2.49
1.7,24.8,7.8,0,60.64,80.16,0.093,1.57
47.2,23.7,11.6,0,-63.28,-49.66,0.04,0.0
70.0,51.5,30.2,0,-15.11,-18.21,0.005,0.0
57.4,15.8,23.9,2,-36.93,48.55,0.526,28.87
25.0,81.8,35.8,80,-52.09,-68.32,0.019,0.0
87.0,54.5,31.4,48,25.25,23.29,0.006,0.02
18.9,52.4,1.3,1,80.27,-52.73,0.887,0.0
96.6,85.9,7.6,0,-68.78,36.75,0.909,2.36
9.5,54.2,11.3,61,27.01,23.53,0.791,1.15
69.7,96.3,22.8,1,-2.37,54.11,0.328,8.68
0.7,93.4,30.1,2,38.19,-74.16,0.905,0.0
63.9,14.3,12.4,3,-60.87,36.86,0.577,24.64
21.4,71.4,32.4,0,33.62,-20.08,0.353,0.0
62.8,79.7,0.8,0,33.78,3.73,0.073,0.21
0.3,86.4,35.5,61,59.02,8.17,0.226,0.35
71.1,95.7,31.7,0,48.02,45.19,0.001,0.21
70.4,61.5,38.0,0,-38.07,-8.45,0.484,0.0
63.1,72.9,18.5,1,23.45,-8.66,0.076,0.0
39.3,27.3,22.0,0,42.34,8.75,0.741,1.8
16.7,69.3,31.7,0,56.43,-81.16,0.955,0.0
4.1,22.5,11.5,3,-6.53,52.88,0.751,78.02
25.4,96.6,11.1,0,0.58,40.29,0.202,6.59
17.1,52.1,0.4,0,-49.78,-39.95,0.457,0.0
17.6,18.5,20.4,0,-70.25,-71.96,0.029,0.0
48.1,77.7,23.7,0,-25.93,8.14,0.239,12.29
56.0,88.6,14.3,95,-53.53,-27.89,0.068,0.0
57.1,42.5,36.2,0,33.18,0.41,0.912,1.05
72.9,26.3,7.9,0,16.34,26.19,0.828,1.18
29.0,54.7,14.4,3,-30.34,-40.27,0.007,0.0
2.4,84.4,19.0,1,1.57,70.56,0.485,17.98
66.3,34.1,22.1,63,6.11,-27.45,0.191,0.0
64.9,52.7,35.5,61,-58.11,-15.94,0.593,0.0
92.9,33.7,4.0,0,55.83,26.5,0.194,0.14
91.5,96.3,29.1,48,-48.18,-28.71,0.039,0.0
94.8,44.1,17.4,3,27.31,41.6,0.124,0.09
41.2,53.2,12.9,80,29.11,57.1,0.212,0.24
29.9,78.7,3.5,2,53.48,22.75,0.264,1.18
13.9,87.3,25.4,0,55.34,5.12,0.733,1.9
7.5,38.9,11.3,1,26.08,3.75,0.929,2.19
20.8,69.4,38.1,0,67.07,64.78,0.0,0.94
81.5,44.3,12.9,1,50.33,48.42,0.209,0.38
2.7,98.0,4.5,0,-45.2,-35.67,0.227,0.0
25.7,54.9,0.7,0,54.1,36.3,0.09,1.18
54.8,29.2,6.8,1,-33.82,-24.27,0.077,0.0
28.4,77.2,13.2,1,43.38,24.7,0.511,1.7
36.4,17.3,0.4,0,0.56,65.08,0.334,12.74
29.2,83.5,9.7,0,-59.17,61.71,0.999,53.05
19.8,11.2,13.6,2,32.1,-36.62,0.351,0.0
23.2,39.6,11.2,1,14.59,81.13,0.308,6.65
30.1,94.1,11.0,63,38.39,77.55,0.245,0.25
35.8,80.3,30.6,0,-57.74,35.39,0.929,47.83
45.1,28.8,3.4,65,49.58,38.07,0.03,0.22
15.6,32.9,7.6,1,32.76,-5.87,0.834,0.0
27.8,85.2,7.3,2,56.61,18.18,0.116,0.8
98.2,77.3,22.0,0,35.46,-35.52,0.949,0.0
52.7,44.6,9.5,1,-73.61,73.41,0.998,47.22
15.6,72.7,20.8,2,32.48,69.49,0.357,2.06
27.7,77.6,32.7,0,-10.45,-75.56,0.295,0.0
12.4,97.2,12.5,3,34.69,58.11,0.472,1.45
76.8,99.5,36.8,2,-48.74,-27.97,0.514,0.0
93.0,71.2,27.5,63,41.56,-28.28,0.498,0.0
38.2,20.3,18.2,51,14.31,10.87,0.948,2.82
8.8,24.1,21.8,2,18.3,-8.34,0.989,0.0
43.6,23.8,4.5,48,26.72,-22.34,0.994,0.0
8.8,92.0,1.7,65,-42.83,50.13,0.543,9.89
84.7,40.5,16.2,0,56.49,51.38,0.073,0.23
80.4,46.6,13.3,71,56.55,-12.03,0.318,0.0
20.5,84.8,23.9,2,-37.3,-35.96,0.154,0.0
90.4,25.1,37.1,3,33.67,-72.11,0.635,0.0
1.4,49.2,32.7,65,81.02,33.41,0.238,0.67
46.1,34.4,7.2,3,-56.13,-6.12,0.581,0.0
35.3,80.9,9.4,61,-46.64,76.73,0.899,13.46
60.6,21.5,19.5,2,-56.08,-0.33,0.43,0.0
42.0,49.0,32.8,0,36.6,-20.65,0.496,0.0
17.5,73.6,29.1,61,-9.55,-17.36,0.033,0.0
28.3,89.3,31.9,0,-52.97,11.43,0.8,42.27
36.0,26.3,31.7,1,50.86,-82.86,0.869,0.0
9.9,45.7,23.6,1,9.87,-48.41,0.323,0.0
50.9,91.1,11.6,2,50.33,12.64,0.242,0.51
55.1,36.6,39.6,48,-61.1,-39.83,0.411,0.0
97.2,90.0,2.4,0,72.81,-0.43,0.35,0.0
93.5,48.6,10.4,61,56.28,-44.7,0.988,0.0
0.2,79.6,15.9,1,-28.8,-73.12,0.338,0.0
24.7,46.1,32.6,0,-61.11,31.34,0.817,68.22
94.7,98.4,6.8,45,58.85,-31.92,0.874,0.0
97.4,64.0,16.0,0,-37.62,-34.63,0.13,0.0
33.6,51.1,38.0,0,34.31,88.86,0.211,1.42
47.2,80.5,23.6,0,60.28,-61.74,0.77,0.0
40.0,96.1,12.5,71,27.1,-3.47,0.95,0.0
80.4,36.9,3.1,45,38.49,-52.29,0.908,0.0
5.1,51.4,25.9,0,-59.91,83.56,0.934,94.72
70.9,62.4,24.5,65,16.81,-59.74,0.398,0.0
19.4,72.3,39.5,0,-41.46,-43.47,0.113,0.0
42.8,10.4,36.5,61,-26.99,15.8,0.14,5.62
55.4,31.7,23.1,2,62.75,43.9,0.082,0.73
98.4,19.8,27.1,63,18.58,42.1,0.047,0.01
87.8,45.3,35.1,2,31.36,-68.29,0.893,0.0
4.5,39.0,19.0,2,-40.38,-26.05,0.022,0.0
89.1,26.9,15.3,61,9.92,-40.21,0.758,0.0
84.2,86.5,28.1,2,-59.93,52.86,0.713,9.75
16.8,18.9,37.2,0,-71.68,-33.86,0.172,0.0
15.4,78.2,29.8,51,-75.21,51.03,0.932,18.97
58.4,13.5,12.9,0,75.38,-10.03,0.456,0.0
60.0,69.8,16.3,2,63.08,-20.24,0.439,0.0
88.0,20.6,38.0,45,45.99,45.14,0.002,0.02
68.6,35.7,2.2,0,47.97,11.98,0.741,1.11
95.0,71.8,35.5,95,-66.53,11.87,0.791,0.17
96.0,98.4,27.8,2,34.03,38.32,0.028,0.03
13.0,24.0,2.5,0,-28.71,39.68,0.693,66.98
25.2,44.7,28.4,80,59.56,61.23,0.043,0.22
13.9,49.8,18.6,0,40.51,2.94,0.103,0.7
32.6,39.5,19.1,0,-10.43,43.54,0.215,27.71
38.6,59.0,31.1,0,-68.3,-37.78,0.125,0.0
9.7,80.8,21.7,0,-22.05,-6.74,0.931,0.0
47.3,58.8,37.5,1,6.09,16.86,0.912,8.19
43.3,67.4,37.3,51,-7.26,18.71,0.986,14.0
90.7,85.4,15.6,48,-17.32,50.45,0.324,0.34
95.3,44.3,25.1,1,65.48,-22.86,0.618,0.0
93.6,17.2,29.2,80,-35.78,-72.83,0.174,0.0
16.2,53.4,33.3,0,70.22,-3.61,0.365,0.0
52.7,22.1,13.1,0,-19.72,39.91,0.957,45.78
78.7,37.4,9.8,3,-47.13,27.19,0.627,15.37
15.3,35.2,7.0,1,-13.88,-35.88,0.79,0.0
86.5,81.5,14.2,71,-19.16,8.97,0.993,2.11
40.1,72.7,15.0,1,67.36,31.9,0.41,1.5
26.4,10.6,37.4,65,-15.58,-47.08,0.103,0.0
28.9,17.9,24.6,1,-4.46,21.73,0.918,70.04
27.9,50.2,14.9,0,22.05,75.79,0.229,1.52
23.0,89.5,4.2,2,-18.99,-25.64,0.485,0.0
84.4,87.9,25.4,3,-36.86,-37.33,0.058,0.0
94.7,57.5,29.1,65,-14.96,-62.95,0.591,0.0
30.7,33.8,28.1,2,-16.17,14.68,0.076,19.64
45.4,56.1,20.6,0,2.98,-67.49,0.338,0.0
69.2,64.5,1.6,0,79.18,-40.72,0.872,0.0
24.6,70.4,21.6,0,-53.88,26.13,0.435,41.05
46.5,13.9,30.5,0,-41.53,-30.98,0.239,0.0
38.0,79.7,11.9,61,3.98,28.1,0.812,4.79
95.3,69.9,38.4,51,24.03,48.28,0.266,0.03
75.3,61.4,24.4,80,-14.68,-47.16,0.202,0.0
6.0,16.3,37.0,0,-29.12,-31.26,0.062,0.0
6.8,34.0,30.3,1,-43.42,21.45,0.857,87.39
54.5,20.5,17.8,2,11.88,1.17,0.985,4.05
11.6,98.0,23.0,0,-32.42,-42.8,0.623,0.0
38.7,83.5,11.1,45,52.5,-14.92,0.829,0.0
1.8,61.1,23.8,0,80.03,-29.26,0.661,0.0
47.1,53.3,22.7,61,-4.26,24.87,0.916,15.61
22.5,96.2,33.0,71,-38.73,-55.55,0.357,0.0
11.7,53.3,29.1,3,67.27,-3.51,0.359,0.0
40.9,11.2,21.8,0,-38.75,-61.74,0.17,0.0
91.7,80.3,26.5,45,-40.5,66.78,0.943,0.62
79.0,90.2,31.4,2,17.77,78.79,0.433,0.35
23.8,69.7,34.5,61,-53.66,26.37,0.89,19.81
19.3,56.7,37.7,45,38.87,-62.57,0.959,0.0
22.0,89.8,15.6,1,13.68,20.24,0.009,2.7
38.9,82.2,36.3,1,-36.38,16.21,0.958,41.03
38.2,79.5,38.4,0,77.97,-63.67,0.972,0.0
47.0,83.8,29.6,1,16.05,63.52,0.423,1.18
22.8,87.7,9.1,0,34.82,-0.09,0.203,0.0
32.9,21.3,38.6,1,-8.92,47.99,0.604,49.54
42.4,67.1,24.2,2,64.4,62.73,0.0,0.68
18.6,30.9,3.8,3,-55.59,-31.99,0.053,0.0
77.3,63.9,16.8,0,-36.17,33.24,0.996,20.38
12.6,55.1,32.1,1,1.01,-48.53,0.632,0.0
39.9,24.9,34.7,71,2.25,32.05,0.36,3.94
39.9,35.9,32.9,3,77.35,-6.33,0.456,0.0
24.2,94.0,16.1,95,51.86,49.39,0.0,0.03
27.9,34.9,19.6,48,2.86,10.27,0.979,2.5
56.6,98.5,30.0,0,-41.22,9.65,0.554,11.68
13.6,64.6,37.4,80,54.92,-43.15,0.647,0.0
78.2,65.7,12.4,48,-22.08,-19.91,0.874,0.0
56.0,46.9,15.6,0,-0.92,-3.74,0.002,0.0
2.3,79.0,32.0,61,19.71,67.99,0.454,0.68
57.7,44.8,4.4,1,-37.64,-37.86,0.151,0.0
4.1,63.3,20.4,3,49.71,-70.17,0.782,0.0
38.3,37.1,9.7,0,-52.49,-68.04,0.071,0.0
74.2,58.4,38.0,0,38.95,-44.23,0.816,0.0
45.2,19.9,0.1,3,-72.07,66.36,0.998,54.69
58.4,99.0,14.3,51,9.86,-2.26,0.014,0.0
53.9,38.2,31.8,0,-2.13,10.07,0.993,42.36
19.8,17.1,24.1,3,-23.21,24.02,1.0,84.14
4.3,12.5,28.5,63,-49.65,-29.54,0.57,0.0
10.3,48.6,1.8,3,-50.14,43.37,0.997,89.5
62.9,82.2,18.9,63,-86.14,10.3,0.571,4.99
76.1,11.0,29.1,61,-8.14,-27.92,0.902,0.0
30.8,30.8,35.2,1,69.2,-64.05,0.988,0.0
20.7,48.4,1.0,0,-35.82,15.56,0.964,67.93
80.4,93.0,8.8,3,-7.57,15.08,0.065,2.83
28.9,94.1,31.1,2,-16.67,-26.52,0.76,0.0
42.7,42.8,13.7,1,-55.36,-7.33,0.577,0.0
69.2,90.9,22.8,45,48.16,-77.73,0.793,0.0
50.3,88.7,25.4,1,-27.51,-29.37,0.112,0.0
10.5,71.2,31.4,3,-21.49,47.46,0.85,75.03
82.8,39.3,36.2,0,42.06,18.22,0.344,0.4
27.5,91.5,24.2,3,54.33,-16.83,0.437,0.0
14.5,88.1,39.8,0,-17.0,-24.62,0.858,0.0
92.1,29.5,31.6,61,-6.44,19.4,0.085,0.69
31.5,42.3,10.4,65,39.4,12.86,0.204,0.36
25.3,91.8,38.7,2,60.94,65.26,0.152,0.79
58.6,44.8,3.0,2,-46.73,-42.12,0.007,0.0
69.1,21.4,32.0,61,20.38,1.7,0.024,0.07
79.0,11.8,2.4,71,-10.97,28.18,0.787,5.3
43.5,11.4,34.9,65,-46.41,40.49,0.991,17.66
7.7,100.0,21.6,0,48.88,-43.01,0.575,0.0
1.3,76.7,36.3,1,-9.9,18.59,0.961,66.41
64.1,67.4,27.2,1,-36.02,40.4,0.413,19.0
94.8,72.3,10.4,95,22.82,63.52,0.129,0.0
10.7,20.3,37.4,65,-9.57,47.9,0.525,18.1
75.7,76.8,34.8,2,30.73,-0.35,0.834,0.0
23.5,17.2,2.7,48,15.78,-32.12,0.93,0.0
68.5,50.7,36.1,2,-75.9,-40.17,0.287,0.0
48.0,95.5,14.2,0,-54.83,67.56,0.97,27.96
8.1,88.5,13.6,95,-35.06,-59.61,0.225,0.0
3.9,78.7,24.1,0,-51.5,-2.8,0.685,0.0
75.6,43.3,4.6,2,-65.13,28.76,0.901,22.58
67.0,87.4,19.8,95,23.52,-62.32,0.838,0.0
3.3,61.1,4.5,1,-57.92,-71.95,0.181,0.0
49.4,45.0,27.1,0,-50.11,-43.36,0.019,0.0
47.4,17.5,35.2,0,34.02,-64.63,0.644,0.0
13.1,68.3,25.5,45,41.7,9.07,0.536,0.19
7.1,93.7,29.8,3,-34.81,41.5,0.709,41.91
59.8,45.4,33.3,0,47.75,-51.9,0.58,0.0
15.1,28.6,35.6,65,37.31,28.26,0.634,0.97
82.7,50.0,39.9,0,18.88,20.01,0.884,0.83
